tailnum,age,manufacturer,engine,seats,size_cat
N939DN,21,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N939FR,12,AIRBUS,Turbo-fan,100,small
N939WN,8,BOEING,Turbo-fan,140,medium
N940AT,18,BOEING,Turbo-fan,100,small
N940DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N940DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N940WN,8,BOEING,Turbo-fan,140,medium
N941DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N941DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N941FR,12,AIRBUS,Turbo-fan,100,small
N941WN,8,BOEING,Turbo-fan,140,medium
N942AT,18,BOEING,Turbo-fan,100,small
N942DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N942DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N942JB,3,AIRBUS,Turbo-fan,379,large
N942WN,8,BOEING,Turbo-fan,140,medium
N943AT,18,BOEING,Turbo-fan,100,small
N943DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N943DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N943FR,12,AIRBUS,Turbo-fan,100,small
N943WN,7,BOEING,Turbo-fan,140,medium
N944AT,18,BOEING,Turbo-fan,100,small
N944DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N944DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N944WN,7,BOEING,Turbo-fan,140,medium
N945AT,18,BOEING,Turbo-fan,100,small
N945DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N945DN,19,BOEING,Turbo-fan,142,medium
N945JB,16,BENHAM JOHN,Reciprocating,1,small
N945WN,7,BOEING,Turbo-fan,140,medium
N946AT,18,BOEING,Turbo-fan,100,small
N946DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N946DN,22,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N946JB,2,GULFSTREAM AEROSPACE,Turbo-fan,22,small
N946WN,7,BOEING,Turbo-fan,140,medium
N947AT,18,BOEING,Turbo-fan,100,small
N947DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N947DN,21,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N947FR,11,AIRBUS,Turbo-fan,147,medium
N947JB,2,AIRBUS,Turbo-fan,379,large
N947SW,14,BOMBARDIER INC,Turbo-fan,55,small
N947WN,7,BOEING,Turbo-fan,140,medium
N948AT,18,BOEING,Turbo-fan,100,small
N948DL,28,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N948DN,21,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N948FR,11,AIRBUS,Turbo-fan,100,small
N948JB,2,AIRBUS,Turbo-fan,379,large
N948WN,7,BOEING,Turbo-fan,140,medium
N949AT,18,BOEING,Turbo-fan,100,small
N949DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N949DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N949FR,11,AIRBUS,Turbo-fan,100,small
N949JB,8,CESSNA,Turbo-fan,7,small
N949WN,7,BOEING,Turbo-fan,140,medium
N950AA,43,BEECH,Turbo-prop,17,small
N950AT,17,BOEING,Turbo-fan,100,small
N950DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N950DN,NA,MCDONNELL DOUGLAS,Turbo-jet,142,medium
N950JB,12,DASSAULT,Turbo-fan,21,small
N950WN,7,BOEING,Turbo-fan,140,medium
N951AA,17,BOEING,Turbo-fan,162,medium
N951AT,17,BOEING,Turbo-fan,100,small
N951DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N951DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N951FR,8,AIRBUS,Turbo-fan,100,small
N951WN,7,BOEING,Turbo-fan,140,medium
N952AA,17,BOEING,Turbo-fan,162,medium
N952AT,17,BOEING,Turbo-fan,100,small
N952DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N952DN,19,BOEING,Turbo-fan,142,medium
N952FR,7,AIRBUS,Turbo-fan,100,small
N952JB,2,AIRBUS,Turbo-fan,379,large
N952WN,7,BOEING,Turbo-fan,140,medium
N953AT,17,BOEING,Turbo-fan,100,small
N953DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N953DN,NA,MCDONNELL DOUGLAS,Turbo-jet,142,medium
N953FR,7,AIRBUS,Turbo-fan,100,small
N953WN,7,BOEING,Turbo-fan,140,medium
N954AT,17,BOEING,Turbo-fan,100,small
N954DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N954DN,21,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N954JB,2,AIRBUS,Turbo-fan,379,large
N954WN,6,BOEING,Turbo-fan,140,medium
N955AT,17,BOEING,Turbo-fan,100,small
N955DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N955DN,21,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N955JB,2,AIRBUS,Turbo-fan,379,large
N955WN,6,BOEING,Turbo-fan,140,medium
N956AA,32,BEECH,Reciprocating,6,small
N956AT,17,BOEING,Turbo-fan,100,small
N956DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N956DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N956JB,13,DIAMOND AIRCRAFT IND INC,Reciprocating,4,small
N956WN,6,BOEING,Turbo-fan,140,medium
N957AT,17,BOEING,Turbo-fan,100,small
N957DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N957DN,20,MCDONNELL DOUGLAS,Turbo-fan,142,medium
N957JB,2,AIRBUS,Turbo-fan,379,large
N957WN,6,BOEING,Turbo-fan,140,medium
N958AT,16,BOEING,Turbo-fan,100,small
N958DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N958DN,20,MCDONNELL DOUGLAS,Turbo-jet,142,medium
N958JB,2,AIRBUS,Turbo-fan,379,large
N958WN,6,BOEING,Turbo-fan,140,medium
N959AA,16,NORTH WHEELER ORRIN,Reciprocating,2,small
N959AT,16,BOEING,Turbo-fan,100,small
N959DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N959DN,19,BOEING,Turbo-fan,142,medium
N959JB,2,AIRBUS,Turbo-fan,379,large
N959WN,6,BOEING,Turbo-fan,140,medium
N960AT,16,BOEING,Turbo-fan,100,small
N960DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N960DN,19,BOEING,Turbo-fan,142,medium
N960WN,6,BOEING,Turbo-fan,140,medium
N961AA,48,DASSAULT/SUD,Turbo-jet,14,small
N961AT,16,BOEING,Turbo-fan,100,small
N961DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N961DN,19,BOEING,Turbo-fan,142,medium
N961JB,11,DIAMOND AIRCRAFT IND GMBH,Reciprocating,4,small
N961WN,6,BOEING,Turbo-fan,140,medium
N962DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N962DN,19,BOEING,Turbo-fan,142,medium
N962JB,8,CESSNA,Reciprocating,4,small
N962WN,6,BOEING,Turbo-fan,140,medium
N963AT,16,BOEING,Turbo-fan,100,small
N963DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N963DN,18,BOEING,Turbo-fan,142,medium
N963WN,6,BOEING,Turbo-fan,140,medium
N964AT,16,BOEING,Turbo-fan,100,small
N964DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N964DN,18,BOEING,Turbo-fan,142,medium
N964JB,5,TREMBLE JASON M,Reciprocating,2,small
N964WN,6,BOEING,Turbo-fan,140,medium
N965AA,39,CESSNA,4 Cycle,2,small
N965AT,16,BOEING,Turbo-fan,100,small
N965DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N965DN,17,BOEING,Turbo-fan,142,medium
N965JB,20,PIPER,Reciprocating,7,small
N965WN,6,BOEING,Turbo-fan,140,medium
N966AT,16,BOEING,Turbo-fan,100,small
N966DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N966JB,4,AIR TRACTOR INC,Turbo-prop,1,small
N966WN,6,BOEING,Turbo-fan,140,medium
N967AA,45,CESSNA,Reciprocating,4,small
N967AT,16,BOEING,Turbo-fan,100,small
N967DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N967WN,6,BOEING,Turbo-fan,140,medium
N968AT,16,BOEING,Turbo-fan,100,small
N968DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N968JB,1,AIR TRACTOR INC,Turbo-prop,2,small
N968WN,6,BOEING,Turbo-fan,140,medium
N969AT,16,BOEING,Turbo-fan,100,small
N969DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N969JB,12,CIRRUS DESIGN CORP,Reciprocating,4,small
N969WN,6,BOEING,Turbo-fan,140,medium
N970AA,29,SHORT BROS,Turbo-prop,30,small
N970AT,16,BOEING,Turbo-fan,100,small
N970DL,27,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N970JB,1,AIRBUS,Turbo-fan,379,large
N971AA,51,CESSNA,4 Cycle,2,small
N971AT,16,BOEING,Turbo-fan,100,small
N971DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N971JB,NA,MOONEY AIRCRAFT CORP.,Reciprocating,4,small
N972AA,28,SHORT BROS,Turbo-prop,39,small
N972AT,16,BOEING,Turbo-fan,100,small
N972DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N972JB,11,CIRRUS DESIGN CORP,Reciprocating,4,small
N973AA,29,SHORT BROS,Turbo-prop,39,small
N973DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N974AA,29,SHORT BROS,Turbo-prop,39,small
N974AT,15,BOEING,Turbo-fan,100,small
N974DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N974JB,8,QUEST AIRCRAFT COMPANY LLC,Turbo-prop,10,small
N975AA,43,AERO COMMANDER,Reciprocating,7,small
N975AT,15,BOEING,Turbo-fan,100,small
N975DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N975JB,2,SOCATA,Turbo-prop,7,small
N976AA,20,BELL,Turbo-shaft,7,small
N976DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N976JB,0,CIRRUS DESIGN CORP,Reciprocating,5,small
N977AA,45,BEECH,Turbo-prop,9,small
N977AT,15,BOEING,Turbo-fan,100,small
N977DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N978AT,15,BOEING,Turbo-fan,100,small
N978DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N978JB,0,AIRBUS,Turbo-fan,379,large
N979AT,15,BOEING,Turbo-fan,100,small
N979DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N979EV,14,BOMBARDIER INC,Turbo-fan,55,small
N980AT,15,BOEING,Turbo-fan,100,small
N980DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N980JB,NA,DJI,Electric,NA,NA
N981AA,NA,ARCH AERIAL LLC,Electric,NA,NA
N981AT,15,BOEING,Turbo-fan,100,small
N981DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N982AT,15,BOEING,Turbo-fan,100,small
N982DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N982JB,0,AIRBUS,Turbo-fan,379,large
N983AT,NA,BOEING,Turbo-fan,100,small
N983DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N983JB,39,CESSNA,Reciprocating,6,small
N984DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N984JB,NA,AIRBUS,Turbo-fan,379,large
N985AT,16,BOEING,Turbo-fan,100,small
N985DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N985JB,1,AIR TRACTOR INC,Turbo-prop,2,small
N986AT,16,BOEING,Turbo-fan,100,small
N986DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N986JB,NA,AIRBUS,Turbo-fan,379,large
N987AA,14,CIRRUS DESIGN CORP,Reciprocating,4,small
N987AT,16,BOEING,Turbo-fan,100,small
N987DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N987DN,17,BOEING,Turbo-fan,100,small
N987JB,NA,BIGHAM JACK L,Reciprocating,2,small
N988AA,36,GATES LEARJET,Turbo-jet,10,small
N988AT,16,BOEING,Turbo-fan,100,small
N988DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N988DN,16,BOEING,Turbo-fan,100,small
N988JB,13,BARD JOHN A,Reciprocating,2,small
N989AA,48,CESSNA,Reciprocating,8,small
N989AT,16,BOEING,Turbo-fan,100,small
N989DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N989DN,16,BOEING,Turbo-fan,100,small
N989JB,19,BIGHAM JACK L,Reciprocating,2,small
N990AA,NA,ARCH AERIAL LLC,Electric,NA,NA
N990AT,16,BOEING,Turbo-fan,100,small
N990DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N990JB,40,CESSNA,Reciprocating,6,small
N991AA,37,CESSNA,Reciprocating,10,small
N991AT,NA,BOEING,Turbo-fan,100,small
N991DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N992AA,NA,ASTRAEUS AERIAL LLC,Electric,NA,NA
N992AT,15,BOEING,Turbo-fan,100,small
N992DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N993AA,NA,ASTRAEUS AERIAL LLC,Electric,NA,NA
N993AT,15,BOEING,Turbo-fan,100,small
N993DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N994AA,NA,ASTRAEUS AERIAL LLC,Electric,NA,NA
N994AT,15,BOEING,Turbo-fan,100,small
N994DL,26,MCDONNELL DOUGLAS CORPORATION,Turbo-jet,142,medium
N995AA,NA,ASTRAEUS AERIAL LLC,Electric,NA,NA
N995AT,15,BOEING,Turbo-fan,100,small
N995DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N996AT,15,BOEING,Turbo-fan,100,small
N996DL,26,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N997AA,0,AIRBUS,Turbo-fan,379,large
N997AT,15,BOEING,Turbo-fan,100,small
N997DL,25,MCDONNELL DOUGLAS AIRCRAFT CO,Turbo-fan,142,medium
N998AT,15,BOEING,Turbo-fan,100,small
N998DL,25,MCDONNELL DOUGLAS CORPORATION,Turbo-jet,142,medium
N999DN,25,MCDONNELL DOUGLAS CORPORATION,Turbo-jet,142,medium
