tailnum,age,manufacturer,engine,seats,size_cat
N570AS,10,BOEING,Turbo-fan,149,medium
N570JB,14,AIRBUS,Turbo-fan,200,medium
N570WN,15,BOEING,Turbo-fan,149,medium
N57111,23,BOEING,Turbo-fan,178,medium
N571JB,14,AIRBUS,Turbo-fan,200,medium
N573AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N57439,8,BOEING,Turbo-fan,191,medium
N575AA,54,CESSNA,Reciprocating,6,small
N576AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N577AS,10,BOEING,Turbo-fan,149,medium
N57852,16,BOEING,Turbo-fan,275,large
N57855,13,BOEING,Turbo-fan,275,large
N57857,13,BOEING,Turbo-fan,275,large
N57863,16,BOEING,Turbo-fan,275,large
N57864,16,BOEING,Turbo-fan,275,large
N57868,15,BOEING,Turbo-fan,275,large
N57869,15,BOEING,Turbo-fan,275,large
N57870,14,BOEING,Turbo-fan,275,large
N578AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N579AS,10,BOEING,Turbo-fan,149,medium
N579JB,14,AIRBUS,Turbo-fan,200,medium
N580JB,14,AIRBUS,Turbo-fan,200,medium
N58101,23,BOEING,Turbo-fan,178,medium
N581AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N581AS,10,BOEING,Turbo-fan,149,medium
N581NW,15,BOEING,Turbo-fan,275,large
N582AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N582CA,9,BOMBARDIER INC,Turbo-fan,95,small
N582NW,15,BOEING,Turbo-fan,275,large
N583AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N583AS,10,BOEING,Turbo-fan,149,medium
N583JB,13,AIRBUS,Turbo-fan,200,medium
N583NW,15,BOEING,Turbo-fan,275,large
N584AS,10,BOEING,Turbo-fan,149,medium
N584JB,13,AIRBUS,Turbo-fan,200,medium
N585AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N585AS,10,BOEING,Turbo-fan,149,medium
N585JB,13,AIRBUS,Turbo-fan,200,medium
N586AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N586AS,10,BOEING,Turbo-fan,149,medium
N586JB,13,AIRBUS,Turbo-fan,200,medium
N586NW,15,BOEING,Turbo-fan,275,large
N587AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N587AS,10,BOEING,Turbo-fan,149,medium
N587JB,13,AIRBUS,Turbo-fan,200,medium
N587NW,15,BOEING,Turbo-fan,275,large
N587UA,24,BOEING,Turbo-fan,178,medium
N588AS,10,BOEING,Turbo-fan,149,medium
N588JB,13,AIRBUS,Turbo-fan,200,medium
N588NW,14,BOEING,Turbo-fan,275,large
N588UA,24,BOEING,Turbo-fan,178,medium
N589AS,10,BOEING,Turbo-fan,149,medium
N589JB,13,AIRBUS,Turbo-fan,200,medium
N589NW,14,BOEING,Turbo-fan,275,large
N589UA,20,BOEING,Turbo-fan,178,medium
N59053,17,BOEING,Turbo-fan,292,large
N590AA,26,MCDONNELL DOUGLAS,Turbo-fan,172,medium
N590AS,9,BOEING,Turbo-fan,149,medium
N590JB,13,AIRBUS,Turbo-fan,200,medium
N590NW,14,BOEING,Turbo-fan,275,large
N590UA,20,BOEING,Turbo-fan,178,medium
N591JB,13,AIRBUS,Turbo-fan,200,medium
N591NW,14,BOEING,Turbo-fan,275,large
N592AS,9,BOEING,Turbo-fan,149,medium
N592JB,13,AIRBUS,Turbo-fan,200,medium
N592NW,14,BOEING,Turbo-fan,275,large
N593AS,9,BOEING,Turbo-fan,149,medium
N593JB,13,AIRBUS,Turbo-fan,200,medium
N593NW,14,BOEING,Turbo-fan,275,large
N594AS,9,BOEING,Turbo-fan,149,medium
N594JB,13,AIRBUS,Turbo-fan,200,medium
N594NW,14,BOEING,Turbo-fan,275,large
N595JB,13,AIRBUS,Turbo-fan,200,medium
N595UA,19,BOEING,Turbo-fan,178,medium
N596AS,9,BOEING,Turbo-fan,149,medium
N596NW,14,BOEING,Turbo-fan,275,large
N596UA,19,BOEING,Turbo-fan,178,medium
N597AS,9,BOEING,Turbo-fan,149,medium
N597JB,13,AIRBUS,Turbo-fan,200,medium
N597UA,19,BOEING,Turbo-fan,178,medium
N598JB,13,AIRBUS,Turbo-fan,200,medium
N598UA,18,BOEING,Turbo-fan,178,medium
N599JB,13,AIRBUS,Turbo-fan,200,medium
N600QX,16,BOMBARDIER INC,Turbo-fan,80,small
N600WN,22,BOEING,Turbo-fan,149,medium
N601NK,7,AIRBUS,Turbo-fan,200,medium
N601WN,22,BOEING,Turbo-fan,149,medium
N602NK,7,AIRBUS,Turbo-fan,200,medium
N602SW,22,BOEING,Turbo-fan,149,medium
N603AT,16,BOEING,Turbo-fan,100,small
N603JB,12,AIRBUS,Turbo-fan,200,medium
N603NK,7,AIRBUS,Turbo-fan,200,medium
N603SK,11,BOMBARDIER INC,Turbo-fan,80,small
N603SW,22,BOEING,Turbo-fan,149,medium
N604AA,22,BOEING,Turbo-fan,178,medium
N604NK,NA,AIRBUS,Turbo-fan,200,medium
N604SK,11,BOMBARDIER INC,Turbo-fan,80,small
N604SW,22,BOEING,Turbo-fan,149,medium
N605JB,12,AIRBUS,Turbo-fan,200,medium
N605NK,6,AIRBUS,Turbo-fan,200,medium
N605QX,15,BOMBARDIER INC,Turbo-fan,80,small
N606JB,12,AIRBUS,Turbo-fan,200,medium
N606LR,9,BOMBARDIER INC,Turbo-fan,95,small
N606NK,6,AIRBUS,Turbo-fan,200,medium
N606SK,11,BOMBARDIER INC,Turbo-fan,80,small
N606SW,22,BOEING,Turbo-fan,149,medium
N607AT,17,BOEING,Turbo-fan,100,small
N607JB,12,AIRBUS,Turbo-fan,200,medium
N607LR,9,BOMBARDIER INC,Turbo-fan,95,small
N607NK,6,AIRBUS INDUSTRIE,Turbo-fan,200,medium
N607SK,11,BOMBARDIER INC,Turbo-fan,80,small
N607SW,22,BOEING,Turbo-fan,149,medium
N608AT,17,BOEING,Turbo-fan,100,small
N608JB,12,AIRBUS,Turbo-fan,200,medium
N608NK,6,AIRBUS,Turbo-fan,200,medium
N608SK,11,BOMBARDIER INC,Turbo-fan,80,small
N608SW,22,BOEING,Turbo-fan,149,medium
N609NK,6,AIRBUS,Turbo-fan,200,medium
N609SK,15,BOMBARDIER INC,Turbo-fan,80,small
N609SW,22,BOEING,Turbo-fan,149,medium
N610WN,22,BOEING,Turbo-fan,149,medium
N611NK,5,AIRBUS,Turbo-fan,200,medium
N611SK,15,BOMBARDIER INC,Turbo-fan,80,small
N612JB,12,AIRBUS,Turbo-fan,200,medium
N612NK,5,AIRBUS,Turbo-fan,200,medium
N613JB,12,AIRBUS,Turbo-fan,200,medium
N613NK,5,AIRBUS,Turbo-fan,200,medium
N613SK,15,BOMBARDIER INC,Turbo-fan,80,small
N614NK,5,AIRBUS,Turbo-fan,200,medium
N614SK,15,BOMBARDIER INC,Turbo-fan,80,small
N614SW,22,BOEING,Turbo-fan,149,medium
N615JB,12,AIRBUS,Turbo-fan,200,medium
N615NK,5,AIRBUS,Turbo-fan,200,medium
N616NK,5,AIRBUS,Turbo-fan,200,medium
N616SW,22,BOEING,Turbo-fan,149,medium
N617NK,5,AIRBUS,Turbo-fan,200,medium
N61881,2,BOEING,Turbo-fan,191,medium
N61882,2,BOEING,Turbo-fan,191,medium
N61886,2,BOEING,Turbo-fan,191,medium
N61887,2,BOEING,Turbo-fan,191,medium
N61898,1,BOEING,Turbo-fan,222,medium
N618JB,12,AIRBUS,Turbo-fan,200,medium
N618NK,4,AIRBUS,Turbo-fan,200,medium
N619NK,4,AIRBUS,Turbo-fan,200,medium
N619SW,22,BOEING,Turbo-fan,149,medium
N620NK,4,AIRBUS,Turbo-fan,200,medium
N620SW,21,BOEING,Turbo-fan,149,medium
N621JB,12,AIRBUS,Turbo-fan,200,medium
N621NK,4,AIRBUS,Turbo-fan,200,medium
N621SW,21,BOEING,Turbo-fan,149,medium
N621VA,11,AIRBUS,Turbo-fan,182,medium
N622NK,4,AIRBUS,Turbo-fan,200,medium
N622SW,21,BOEING,Turbo-fan,149,medium
N622VA,11,AIRBUS,Turbo-fan,182,medium
N623JB,12,AIRBUS,Turbo-fan,200,medium
N623NK,4,AIRBUS,Turbo-fan,200,medium
N623SW,21,BOEING,Turbo-fan,149,medium
N623VA,11,AIRBUS,Turbo-fan,182,medium
N624AG,24,BOEING,Turbo-fan,178,medium
N624JB,12,AIRBUS,Turbo-fan,200,medium
N624NK,4,AIRBUS,Turbo-fan,200,medium
N624SW,21,BOEING,Turbo-fan,149,medium
N624VA,11,AIRBUS,Turbo-fan,182,medium
N625CA,14,BOMBARDIER INC,Turbo-fan,80,small
N625JB,12,AIRBUS,Turbo-fan,200,medium
N625NK,NA,AIRBUS,Turbo-fan,200,medium
N625SW,21,BOEING,Turbo-fan,149,medium
N625VA,11,AIRBUS,Turbo-fan,182,medium
N626NK,3,AIRBUS,Turbo-fan,200,medium
N626VA,11,AIRBUS,Turbo-fan,182,medium
N627JB,12,AIRBUS,Turbo-fan,200,medium
N627NK,3,AIRBUS,Turbo-fan,200,medium
N627SW,21,BOEING,Turbo-fan,149,medium
N627VA,11,AIRBUS,Turbo-fan,182,medium
N62849,2,BOEING,Turbo-fan,191,medium
N62883,2,BOEING,Turbo-fan,191,medium
N62884,2,BOEING,Turbo-fan,191,medium
N62889,2,BOEING,Turbo-fan,191,medium
N62892,2,BOEING,Turbo-fan,191,medium
N62894,1,BOEING,Turbo-fan,191,medium
N62895,1,BOEING,Turbo-fan,222,medium
N62896,1,BOEING,Turbo-fan,222,medium
N628NK,3,AIRBUS,Turbo-fan,200,medium
N628VA,10,AIRBUS,Turbo-fan,182,medium
N629JB,12,AIRBUS,Turbo-fan,200,medium
N629NK,3,AIRBUS,Turbo-fan,200,medium
N629VA,10,AIRBUS,Turbo-fan,182,medium
N630JB,12,AIRBUS,Turbo-fan,200,medium
N630NK,3,AIRBUS,Turbo-fan,200,medium
N630SK,6,BOMBARDIER INC,Turbo-fan,80,small
N630VA,10,AIRBUS,Turbo-fan,182,medium
N630WN,21,BOEING,Turbo-fan,149,medium
N631NK,3,AIRBUS,Turbo-fan,200,medium
N631SK,6,BOMBARDIER INC,Turbo-fan,80,small
N631SW,21,BOEING,Turbo-fan,149,medium
N631VA,10,AIRBUS,Turbo-fan,182,medium
N632JB,11,AIRBUS,Turbo-fan,200,medium
N632NK,3,AIRBUS,Turbo-fan,200,medium
N632SK,6,BOMBARDIER INC,Turbo-fan,80,small
N632SW,21,BOEING,Turbo-fan,149,medium
N632VA,10,AIRBUS,Turbo-fan,182,medium
N633JB,11,AIRBUS,Turbo-fan,200,medium
N633NK,3,AIRBUS,Turbo-fan,200,medium
N633SK,6,BOMBARDIER INC,Turbo-fan,80,small
N633SW,21,BOEING,Turbo-fan,149,medium
N633VA,10,AIRBUS,Turbo-fan,182,medium
N634JB,11,AIRBUS,Turbo-fan,200,medium
N634NK,3,AIRBUS,Turbo-fan,200,medium
N634SW,21,BOEING,Turbo-fan,149,medium
N634VA,9,AIRBUS,Turbo-fan,182,medium
N635JB,11,AIRBUS,Turbo-fan,200,medium
N635NK,3,AIRBUS,Turbo-fan,200,medium
N635SW,21,BOEING,Turbo-fan,149,medium
N635VA,9,AIRBUS,Turbo-fan,182,medium
N636JB,11,AIRBUS,Turbo-fan,200,medium
N636NK,2,AIRBUS,Turbo-fan,200,medium
N636VA,9,AIRBUS,Turbo-fan,182,medium
N636WN,21,BOEING,Turbo-fan,149,medium
N637JB,11,AIRBUS,Turbo-fan,200,medium
N637NK,2,AIRBUS,Turbo-fan,200,medium
N637SW,21,BOEING,Turbo-fan,149,medium
N637VA,9,AIRBUS,Turbo-fan,182,medium
N63820,3,BOEING,Turbo-fan,191,medium
N63890,2,BOEING,Turbo-fan,191,medium
N63899,1,BOEING,Turbo-fan,222,medium
N638JB,11,AIRBUS,Turbo-fan,200,medium
N638NK,2,AIRBUS,Turbo-fan,200,medium
N638SW,21,BOEING,Turbo-fan,149,medium
N638VA,9,AIRBUS,Turbo-fan,182,medium
N639JB,11,AIRBUS,Turbo-fan,200,medium
N639NK,2,AIRBUS,Turbo-fan,200,medium
N639SW,21,BOEING,Turbo-fan,149,medium
N639VA,10,AIRBUS,Turbo-fan,182,medium
N640JB,11,AIRBUS,Turbo-fan,200,medium
N640NK,2,AIRBUS,Turbo-fan,200,medium
N640SW,21,BOEING,Turbo-fan,149,medium
N640VA,10,AIRBUS,Turbo-fan,182,medium
N641CA,14,BOMBARDIER INC,Turbo-fan,80,small
N641JB,11,AIRBUS,Turbo-fan,200,medium
N641NK,2,AIRBUS,Turbo-fan,200,medium
N641SW,21,BOEING,Turbo-fan,149,medium
N641UA,26,BOEING,Turbo-fan,330,large
N641VA,9,AIRBUS,Turbo-fan,182,medium
N642NK,2,AIRBUS,Turbo-fan,200,medium
N642UA,26,BOEING,Turbo-fan,330,large
N642VA,9,AIRBUS,Turbo-fan,182,medium
N642WN,20,BOEING,Turbo-fan,149,medium
N643JB,11,AIRBUS,Turbo-fan,200,medium
N643NK,2,AIRBUS,Turbo-fan,200,medium
N643SW,20,BOEING,Turbo-fan,149,medium
N643UA,26,BOEING,Turbo-fan,330,large
N644JB,11,AIRBUS,Turbo-fan,200,medium
N644NK,1,AIRBUS,Turbo-fan,200,medium
N644SW,20,BOEING,Turbo-fan,149,medium
N644UA,26,BOEING,Turbo-fan,330,large
N645JB,11,AIRBUS,Turbo-fan,200,medium
N645NK,1,AIRBUS,Turbo-fan,200,medium
N646JB,11,AIRBUS,Turbo-fan,200,medium
N646NK,1,AIRBUS,Turbo-fan,200,medium
N646UA,25,BOEING,Turbo-fan,330,large
N647AA,32,GRAHAM JERRY,Reciprocating,2,small
N647NK,0,AIRBUS,Turbo-fan,200,medium
N647SW,20,BOEING,Turbo-fan,149,medium
N647UA,25,BOEING,Turbo-fan,330,large
N64809,4,BOEING,Turbo-fan,191,medium
N64844,2,BOEING,Turbo-fan,191,medium
N648JB,11,AIRBUS,Turbo-fan,200,medium
N648NK,0,AIRBUS,Turbo-fan,200,medium
N648SW,20,BOEING,Turbo-fan,149,medium
N648UA,25,BOEING,Turbo-fan,330,large
N649AA,26,BOEING,Turbo-fan,178,medium
N649JB,11,AIRBUS,Turbo-fan,200,medium
N649NK,0,AIRBUS,Turbo-fan,200,medium
N649UA,25,BOEING,Turbo-fan,330,large
N650NK,0,AIRBUS,Turbo-fan,200,medium
N651JB,10,AIRBUS,Turbo-fan,200,medium
N651NK,NA,AIRBUS,Turbo-fan,200,medium
N651SW,20,BOEING,Turbo-fan,149,medium
N651UA,25,BOEING,Turbo-fan,330,large
N652AA,26,BOEING,Turbo-fan,178,medium
N652JB,10,AIRBUS,Turbo-fan,200,medium
N652NK,NA,AIRBUS,Turbo-fan,200,medium
N652UA,25,BOEING,Turbo-fan,330,large
N653JB,10,AIRBUS,Turbo-fan,200,medium
N653SW,20,BOEING,Turbo-fan,149,medium
N653UA,25,BOEING,Turbo-fan,330,large
N654SW,20,BOEING,Turbo-fan,149,medium
N654UA,25,BOEING,Turbo-fan,330,large
N655AA,26,BOEING,Turbo-fan,178,medium
N655JB,10,AIRBUS,Turbo-fan,200,medium
N655UA,25,BOEING,Turbo-fan,330,large
N655WN,20,BOEING,Turbo-fan,149,medium
N656AA,26,BOEING,Turbo-fan,178,medium
N656JB,10,AIRBUS,Turbo-fan,200,medium
N656SW,20,BOEING,Turbo-fan,149,medium
N656UA,24,BOEING,Turbo-fan,330,large
N657JB,10,AIRBUS,Turbo-fan,200,medium
N657NK,2,AIRBUS,Turbo-fan,379,large
N657UA,24,BOEING,Turbo-fan,330,large
N65832,3,BOEING,Turbo-fan,191,medium
N658AA,26,BOEING,Turbo-fan,178,medium
N658DL,27,BOEING,Turbo-fan,178,medium
N658JB,10,AIRBUS,Turbo-fan,200,medium
N658NK,2,AIRBUS,Turbo-fan,379,large
N658UA,24,BOEING,Turbo-fan,330,large
N659AA,25,BOEING,Turbo-fan,178,medium
N659BR,16,BOMBARDIER INC,Turbo-fan,55,small
N659DL,27,BOEING,Turbo-fan,178,medium
N659JB,10,AIRBUS,Turbo-fan,200,medium
N659NK,2,AIRBUS,Turbo-fan,379,large
N659UA,24,BOEING,Turbo-fan,330,large
N66051,17,BOEING,Turbo-fan,292,large
N66056,16,BOEING,Turbo-fan,292,large
N66057,15,BOEING,Turbo-fan,292,large
N660DL,27,BOEING,Turbo-fan,178,medium
N660NK,2,AIRBUS,Turbo-fan,379,large
N660UA,24,BOEING,Turbo-fan,330,large
N661AA,2,ROBERT D WHITE,4 Cycle,2,small
N661JB,10,AIRBUS,Turbo-fan,200,medium
N661NK,2,AIRBUS,Turbo-fan,379,large
N661UA,24,BOEING,Turbo-fan,330,large
N662AA,25,BOEING,Turbo-fan,178,medium
N662JB,10,AIRBUS,Turbo-fan,200,medium
N662NK,2,AIRBUS,Turbo-fan,379,large
N662UA,24,BOEING,Turbo-fan,330,large
N663AA,38,CESSNA,Reciprocating,10,small
N663JB,10,AIRBUS,Turbo-fan,200,medium
N663NK,1,AIRBUS,Turbo-fan,379,large
N663UA,24,BOEING,Turbo-fan,330,large
N664NK,1,AIRBUS,Turbo-fan,379,large
N664UA,19,BOEING,Turbo-fan,330,large
N665AA,25,BOEING,Turbo-fan,178,medium
N665DN,26,BOEING,Turbo-fan,178,medium
N665JB,10,AIRBUS,Turbo-fan,200,medium
N665NK,1,AIRBUS,Turbo-fan,379,large
N665UA,19,BOEING,Turbo-fan,330,large
N666UA,19,BOEING,Turbo-fan,330,large
N667DN,26,BOEING,Turbo-fan,178,medium
N667NK,1,AIRBUS,Turbo-fan,379,large
N667UA,19,BOEING,Turbo-fan,330,large
N66803,4,BOEING,Turbo-fan,191,medium
N66808,4,BOEING,Turbo-fan,191,medium
N66814,3,BOEING,Turbo-fan,191,medium
N66825,3,BOEING,Turbo-fan,191,medium
N66828,3,BOEING,Turbo-fan,191,medium
N66831,3,BOEING,Turbo-fan,191,medium
N66837,3,BOEING,Turbo-fan,191,medium
N66841,2,BOEING,Turbo-fan,191,medium
N66848,2,BOEING,Turbo-fan,191,medium
N66893,1,BOEING,Turbo-fan,191,medium
N66897,1,BOEING,Turbo-fan,222,medium
N668AA,25,BOEING,Turbo-fan,178,medium
N668DN,26,BOEING,Turbo-fan,178,medium
N668NK,1,AIRBUS,Turbo-fan,379,large
N668UA,18,BOEING,Turbo-fan,330,large
N669AA,25,BOEING,Turbo-fan,178,medium
N669DN,26,BOEING,Turbo-fan,178,medium
N669NK,1,AIRBUS,Turbo-fan,379,large
N669UA,18,BOEING,Turbo-fan,330,large
N6700,18,BOEING,Turbo-fan,178,medium
N6701,18,BOEING,Turbo-fan,178,medium
N6702,18,BOEING,Turbo-fan,178,medium
N6703D,17,BOEING,Turbo-fan,178,medium
N6704Z,17,BOEING,Turbo-fan,178,medium
N67052,17,BOEING,Turbo-fan,292,large
N67058,15,BOEING,Turbo-fan,292,large
N6705Y,17,BOEING,Turbo-fan,178,medium
N6706Q,17,BOEING,Turbo-fan,178,medium
N6707A,17,BOEING,Turbo-fan,178,medium
N6708D,17,BOEING,Turbo-fan,178,medium
N6709,17,BOEING,Turbo-fan,178,medium
N670DN,25,BOEING,Turbo-fan,178,medium
N670NK,1,AIRBUS,Turbo-fan,379,large
N670UA,NA,BOEING,Turbo-fan,330,large
N6710E,17,BOEING,Turbo-fan,178,medium
N6711M,17,BOEING,Turbo-fan,178,medium
N6712B,17,BOEING,Turbo-fan,178,medium
N67134,18,BOEING,Turbo-fan,178,medium
N6713Y,17,BOEING,Turbo-fan,178,medium
N6714Q,17,BOEING,Turbo-fan,178,medium
N6715C,16,BOEING,Turbo-fan,178,medium
N6716C,16,BOEING,Turbo-fan,178,medium
N67171,16,BOEING,Turbo-fan,178,medium
N671DN,25,BOEING,Turbo-fan,178,medium
N671NK,1,AIRBUS,Turbo-fan,379,large
N671UA,18,BOEING,Turbo-fan,330,large
N672AA,25,BOEING,Turbo-fan,178,medium
N672DL,25,BOEING,Turbo-fan,178,medium
N672NK,0,AIRBUS,Turbo-fan,379,large
N672UA,18,BOEING,Turbo-fan,330,large
N673DL,25,BOEING,Turbo-fan,178,medium
N673NK,0,AIRBUS,Turbo-fan,379,large
N673UA,17,BOEING,Turbo-fan,330,large
N674DL,25,BOEING,Turbo-fan,178,medium
N674NK,0,AIRBUS,Turbo-fan,379,large
N674UA,17,BOEING,Turbo-fan,330,large
N675DL,25,BOEING,Turbo-fan,178,medium
N675NK,0,AIRBUS,Turbo-fan,379,large
N675UA,17,BOEING,Turbo-fan,330,large
N676CA,10,BOMBARDIER INC,Turbo-fan,95,small
N676DL,25,BOEING,Turbo-fan,178,medium
N676NK,0,AIRBUS,Turbo-fan,379,large
N676UA,16,BOEING,Turbo-fan,330,large
N677NK,0,AIRBUS,Turbo-fan,379,large
N677UA,16,BOEING,Turbo-fan,330,large
N67812,3,BOEING,Turbo-fan,191,medium
N67815,3,BOEING,Turbo-fan,191,medium
N67827,3,BOEING,Turbo-fan,191,medium
N67845,2,BOEING,Turbo-fan,191,medium
N67846,2,BOEING,Turbo-fan,191,medium
N678CA,10,BOMBARDIER INC,Turbo-fan,95,small
N678DL,25,BOEING,Turbo-fan,178,medium
N678NK,0,AIRBUS,Turbo-fan,379,large
N679CA,10,BOMBARDIER INC,Turbo-fan,95,small
N679DA,25,BOEING,Turbo-fan,178,medium
N679NK,0,AIRBUS,Turbo-fan,379,large
N68061,15,BOEING,Turbo-fan,292,large
N680DA,25,BOEING,Turbo-fan,178,medium
N680NK,0,AIRBUS,Turbo-fan,379,large
N681DA,24,BOEING,Turbo-fan,178,medium
N681NK,0,AIRBUS,Turbo-fan,379,large
N682DA,24,BOEING,Turbo-fan,178,medium
N683DA,24,BOEING,Turbo-fan,178,medium
N68452,5,BOEING,Turbo-fan,191,medium
N68453,5,BOEING,Turbo-fan,191,medium
N684DA,24,BOEING,Turbo-fan,178,medium
N685BR,15,BOMBARDIER INC,Turbo-fan,55,small
N685DA,22,BOEING,Turbo-fan,178,medium
N686DA,22,BOEING,Turbo-fan,178,medium
N687DL,19,BOEING,Turbo-fan,178,medium
N68801,4,BOEING,Turbo-fan,191,medium
N68802,4,BOEING,Turbo-fan,191,medium
N68805,4,BOEING,Turbo-fan,191,medium
N68807,4,BOEING,Turbo-fan,191,medium
N68811,3,BOEING,Turbo-fan,191,medium
N68817,3,BOEING,Turbo-fan,191,medium
N68821,3,BOEING,Turbo-fan,191,medium
N68822,3,BOEING,Turbo-fan,191,medium
N68823,3,BOEING,Turbo-fan,191,medium
N68834,3,BOEING,Turbo-fan,191,medium
N68836,3,BOEING,Turbo-fan,191,medium
N68842,2,BOEING,Turbo-fan,191,medium
N68843,2,BOEING,Turbo-fan,191,medium
N68880,2,BOEING,Turbo-fan,191,medium
N68891,2,BOEING,Turbo-fan,191,medium
N688DL,19,BOEING,Turbo-fan,178,medium
N689CA,10,BOMBARDIER INC,Turbo-fan,95,small
N689DL,19,BOEING,Turbo-fan,178,medium
N69020,10,BOEING,Turbo-fan,400,large
N69059,15,BOEING,Turbo-fan,292,large
N69063,15,BOEING,Turbo-fan,292,large
N690DL,19,BOEING,Turbo-fan,178,medium
N691CA,10,BOMBARDIER INC,Turbo-fan,95,small
N692CA,11,BOMBARDIER INC,Turbo-fan,95,small
N692DL,19,BOEING,Turbo-fan,178,medium
N693CA,11,BOMBARDIER INC,Turbo-fan,95,small
N693DL,19,BOEING,Turbo-fan,178,medium
N694DL,19,BOEING,Turbo-fan,178,medium
N695CA,11,BOMBARDIER INC,Turbo-fan,95,small
N695DL,19,BOEING,Turbo-fan,178,medium
N696DL,18,BOEING,Turbo-fan,178,medium
N697DL,18,BOEING,Turbo-fan,178,medium
N69804,4,BOEING,Turbo-fan,191,medium
N69806,4,BOEING,Turbo-fan,191,medium
N69810,4,BOEING,Turbo-fan,191,medium
N69813,3,BOEING,Turbo-fan,191,medium
N69816,3,BOEING,Turbo-fan,191,medium
N69818,3,BOEING,Turbo-fan,191,medium
N69819,3,BOEING,Turbo-fan,191,medium
N69824,3,BOEING,Turbo-fan,191,medium
N69826,3,BOEING,Turbo-fan,191,medium
N69829,3,BOEING,Turbo-fan,191,medium
N69830,3,BOEING,Turbo-fan,191,medium
N69833,3,BOEING,Turbo-fan,191,medium
N69835,3,BOEING,Turbo-fan,191,medium
N69838,3,BOEING,Turbo-fan,191,medium
N69839,3,BOEING,Turbo-fan,191,medium
N69840,2,BOEING,Turbo-fan,191,medium
N69847,2,BOEING,Turbo-fan,191,medium
N69885,2,BOEING,Turbo-fan,191,medium
N69888,2,BOEING,Turbo-fan,191,medium
N698DL,18,BOEING,Turbo-fan,178,medium
N699DL,18,BOEING,Turbo-fan,178,medium
N700AA,13,JENSEN JAY A,Turbo-prop,4,small
N700GS,20,BOEING,Turbo-fan,140,medium
N701AA,8,SMITH ROLAND W,Reciprocating,2,small
N701DN,9,BOEING,Turbo-fan,442,large
N701GS,20,BOEING,Turbo-fan,140,medium
N701SK,13,BOMBARDIER INC,Turbo-fan,80,small
N702AA,16,SOCATA,Turbo-prop,7,small
N702DN,9,BOEING,Turbo-fan,442,large
N702SK,13,BOMBARDIER INC,Turbo-fan,80,small
N702TW,21,BOEING,Turbo-fan,178,medium
N703DN,8,BOEING,Turbo-fan,442,large
N703JB,9,AIRBUS,Turbo-fan,200,medium
N703SK,13,BOMBARDIER INC,Turbo-fan,80,small
N703SW,20,BOEING,Turbo-fan,140,medium
N703TW,21,BOEING,Turbo-fan,178,medium
N704AA,41,CESSNA,4 Cycle,2,small
N704DK,8,BOEING,Turbo-fan,442,large
N704SW,19,BOEING,Turbo-fan,140,medium
N704X,20,BOEING,Turbo-fan,178,medium
N705AA,36,BOEING,Turbo-jet,134,medium
N705DN,8,BOEING,Turbo-fan,442,large
N705JB,9,AIRBUS,Turbo-fan,200,medium
N705SK,13,BOMBARDIER INC,Turbo-fan,80,small
N705SW,19,BOEING,Turbo-fan,140,medium
N705TW,20,BOEING,Turbo-fan,178,medium
N706DN,8,BOEING,Turbo-fan,442,large
N706JB,9,AIRBUS,Turbo-fan,200,medium
N706SK,13,BOMBARDIER INC,Turbo-fan,80,small
N706SW,19,BOEING,Turbo-fan,140,medium
N706TW,20,BOEING,Turbo-fan,178,medium
N707DN,8,BOEING,Turbo-fan,442,large
N707EV,15,BOMBARDIER INC,Turbo-fan,80,small
N707SA,19,BOEING,Turbo-fan,140,medium
N707SK,18,BOMBARDIER INC,Turbo-fan,80,small
N707TW,20,BOEING,Turbo-fan,178,medium
N708AA,36,BOEING,Turbo-jet,134,medium
N708DN,8,BOEING,Turbo-fan,442,large
N708EV,15,BOMBARDIER INC,Turbo-fan,80,small
N708JB,9,AIRBUS,Turbo-fan,200,medium
N708SK,13,BOMBARDIER INC,Turbo-fan,80,small
N708SW,19,BOEING,Turbo-fan,140,medium
N709AA,16,GULFSTREAM AEROSPACE,Turbo-fan,20,small
N709DN,7,BOEING,Turbo-fan,442,large
N709EV,15,BOMBARDIER INC,Turbo-fan,80,small
N709JB,9,AIRBUS,Turbo-fan,200,medium
N709SK,13,BOMBARDIER INC,Turbo-fan,80,small
N709SW,19,BOEING,Turbo-fan,140,medium
N709TW,20,BOEING,Turbo-fan,178,medium
N710DN,7,BOEING,Turbo-fan,442,large
N710EV,15,BOMBARDIER INC,Turbo-fan,80,small
N710SK,13,BOMBARDIER INC,Turbo-fan,80,small
N710SW,19,BOEING,Turbo-fan,140,medium
N710TW,20,BOEING,Turbo-fan,178,medium
N711AA,40,BEECH,Reciprocating,6,small
N711HK,19,BOEING,Turbo-fan,140,medium
N711ZX,20,BOEING,Turbo-fan,178,medium
